,X,z,z_cat,y_c,y_k,y_r,prd_c,prd,ek_n,er_n,ek,er,ec_k,ec_r,s,blk_d,clay,silt,sand,d10,d50,d90,sp13,sp23,sp33,X0.45um,X0.95um,X15.1um,X209um,X955um,X955.um,m0.2um,m0.6um,m4.3um,m79um,m275um,m1260um,hr_cs,h_3,hrel_3,h_6,hrel_6,hrel_t,tn,oc,cn,nc,d13c,d15n,d13ci,d15ni,cs_um,oc_p,nc_p,d13c_p,d15n_p,oc_r,nc_r,d13c_r,d15n_r,cs_um_p,m4.3_p,m79_p,m275_p,m1260_p,cs_um_r,m4.3_r,m79_r,m275_r,m1260_r,sv,cv,plot_e,log_slt,d13c_w,d18o_w,rci_i,climate,r0.2um,r0.6um,r79um,r275um,r1260um
603,603,602,580+,630,630,630_2,600-700,hst,630 A.D.,630 A.D.,3,4,evnt,evnt,0.5,0.742642424,9.912891,42.503377,47.583733,3.83,53.2,400.67,0.00461289,0.30337619,0.69201093,0,0.00461289,0.30337619,0.4533254,0.2334232,0.00526233,0,0,1.844291,2.752748,2.989638,0.137822,0.861239007,0.925402464,0.583863948,1.605056409,0.620920577,0.876965295,0.111914216,2.023508787,21.09437331,0.047406007,-26.45538813,0.479574201,-26.45538813,0.479574201,0,2.66917414,0.052865037,-27.29102054,1.132022309,0.015022655,-1.287590099,0.825731076,-2.30498372,-0.055102821,3.054804247,1.112495471,0.312012849,0.087679994,0.259850467,-0.308734405,0.849945075,-1.095423127,0.240051718,,,1,0.391543161,-4.456,-8.675,0.015873016,Pre-MCA,0,0,0.468137862,0.508423852,0.023438287
604,604,603,580+,630,630,630_2,600-700,hst,630 A.D.,630 A.D.,3,4,evnt,evnt,0.475,0.497718182,7.22628,26.881154,65.892563,5.13,140.16,470.9,0.00309001,0.19530012,0.80160984,0,0.00309001,0.19530012,0.41167438,0.38993546,0,0,0,1.246125,2.375298,5.051882,0,0.744469743,0.741673951,0.467944163,1.542858479,0.596859134,0.837901877,0.099953494,2.165518621,25.27613873,0.039563005,-25.78245392,1.214641114,-25.78245392,1.214641114,0,2.385631598,0.050306626,-27.32347284,0.953606116,0.56542099,-1.118584352,2.108540835,1.566314324,-0.095776728,3.003896264,1.219476838,0.325038452,0.040222863,0.45466846,-1.601507798,-0.048860418,8.567890266,-0.197390562,,,1,0.391543161,-4.456,-8.675,0.015873016,Pre-MCA,0,0,0.319811557,0.680188443,0
605,605,604,580+,630,630,630_2,600-700,hst,630 A.D.,630 A.D.,3,4,evnt,evnt,0.45,0.914972727,8.5423445,32.8650035,58.5926495,4.49,102.6,476.5,0.0034006,0.244268145,0.75233123,0,0.0034006,0.244268145,0.40688387,0.343296145,0.002151215,0,0,1.5248105,2.364581,4.105817,0.0460235,0.809271672,0.833472178,0.525862396,1.601036562,0.619365489,0.860646924,0.100645089,2.086201968,24.18302092,0.041351327,-26.27030607,0.948833884,-26.27030607,0.948833884,0,2.251177994,0.055351231,-26.93074954,1.176661746,-0.040754589,-1.189571221,-0.521658342,-1.022206815,-0.086335366,2.976707064,1.191699236,0.32897608,0.052601047,0.337997546,-0.833788029,0.770618055,-1.400555588,-0.014515453,,,1,0.391543161,-4.456,-8.675,0.015873016,Pre-MCA,0,0,0.362864956,0.630072349,0.007062695
606,606,605,580+,630,630,630_2,600-700,hst,630 A.D.,630 A.D.,3,4,evnt,evnt,0.425,1.0918,9.858409,38.848853,51.292736,3.85,65.09,483.74,0.00371119,0.29323617,0.70305262,0,0.00371119,0.29323617,0.40209336,0.29665683,0.00430243,0,0,1.803496,2.353864,3.159752,0.092047,0.853948074,0.906310657,0.571818359,1.6313615,0.631096776,0.875477758,0.097541679,1.932801028,23.11765146,0.043256989,-26.43225287,0.412322973,-26.43225287,0.412322973,0,2.298315844,0.057812304,-26.83217185,1.296866595,-0.658515812,-1.027789438,0.012700896,-2.580771137,-0.085998185,2.873017637,1.168812406,0.335084151,0.079983225,0.350807986,-0.512859151,0.770442043,-1.817728021,0.056098114,,,1,0.391543161,-4.456,-8.675,0.015873016,Pre-MCA,0,0,0.419908225,0.563671416,0.016420359
607,607,606,580+,630,630,630_2,600-700,hst,630 A.D.,630 A.D.,3,4,evnt,evnt,0.4,1.202618182,7.267669,29.673512,63.058819,5.09,116.55,474.14,0.00342378,0.20381134,0.79276488,0,0.00342378,0.20381134,0.43617721,0.3552698,0.00131787,0,0,1.259538,2.662852,4.420473,0,0.766250936,0.761330051,0.480345782,1.560867398,0.603825935,0.850196887,0.079811869,2.018855288,29.51103891,0.033885625,-26.43324651,0.931642342,-26.43324651,0.931642342,0,1.97457752,0.05705678,-26.43479355,1.272096693,0.758576501,-2.207092324,-0.478757535,-0.102318683,-0.13387268,2.674745503,1.298726791,0.365589222,0.034950555,0.621525485,-1.228150591,1.153035277,5.668041506,-0.159959522,,,1,0.391543161,-4.456,-8.675,0.015873016,Pre-MCA,0,0,0.375932489,0.624067511,0
608,608,607,580+,630,630,630_2,600-700,hst,630 A.D.,630 A.D.,3,4,evnt,evnt,0.375,0.888793939,6.709601,27.098534,66.191865,5.62,130.56,466.24,0.00400587,0.18013205,0.81586208,0,0.00400587,0.18013205,0.44732954,0.36762912,0.00090342,0,0.043333,1.121784,2.705151,4.818812,0,0.735662284,0.716884537,0.452303784,1.53638475,0.594354753,0.840888051,0.102518231,2.49675985,28.41335119,0.035194722,-26.41213526,0.824623963,-26.41213526,0.824623963,0.043333,2.136131994,0.053768911,-26.76064442,1.128465731,0.858358342,-0.919791061,0.702708696,-0.593324814,-0.102663227,2.661117043,1.346642037,0.327175979,0.060781121,0.6153403,-1.17334415,0.851659591,3.327291431,-0.257661762,,,1,0.391543161,-4.456,-8.675,0.015873016,Pre-MCA,0,0.005726352,0.357479211,0.636794438,0
609,609,608,580+,630,630,630_2,600-700,hst,630 A.D.,630 A.D.,3,4,evnt,evnt,0.35,0.761754545,3.464214,20.306613,76.229168,15.54,231.46,585.72,0.0012805,0.10312557,0.89559388,0,0.0012805,0.10312557,0.36659091,0.52337604,0.00562693,0,0,0.597586,2.221856,5.452871,0.018145,0.589042375,0.492775302,0.3109066,1.411963452,0.546222025,0.804207839,0.040244052,0.489683137,14.1958121,0.070443311,-26.25148926,1.247856666,-26.25148926,1.247856666,0,1.940559229,0.052397833,-26.62520877,1.048210825,-4.40202598,3.927434497,0.335601459,0.979730092,0.012473791,4.33252505,0.514908818,0.320995932,0.037904387,-0.297919362,-4.069312023,1.643343354,4.251699586,-0.065634566,,,1,0.391543161,-4.456,-8.675,0.015873016,Pre-MCA,0,0,0.288820092,0.708821231,0.002358677
610,610,609,580+,630,630,630_1,600-700,hst,630 A.D.,630 A.D.,3,3,evnt,evnt,0.325,0.864060606,3.761629,21.616833,74.62154,8.57,180.07,574.58,0.00132244,0.11178574,0.88689184,0,0.00132244,0.11178574,0.38325705,0.48958627,0.01404852,0,0,0.657669,2.401917,4.975913,0.399051,0.612541659,0.519605111,0.327834325,1.487201868,0.575328218,0.81974888,0.042045335,0.493949711,13.70603105,0.072960582,-26.33078378,0.980943522,-26.33078378,0.980943522,0,1.955424881,0.053112416,-26.48384229,1.084743257,-1.239767783,1.478718699,-0.140881111,-0.555976801,0.026344814,4.338333807,0.489675875,0.312065756,0.057582683,-0.129244603,-2.579030239,1.542588251,0.517772892,1.52682229,,,1,0.391543161,-4.456,-8.675,0.015873016,Pre-MCA,0,0,0.308853511,0.639834016,0.051312473
611,611,610,580+,630,630,630_1,600-700,hst,630 A.D.,630 A.D.,3,3,evnt,evnt,0.3,0.714215152,8.650511,32.20512,59.144369,2.9,34.46,298.2,0.0036557,0.24321819,0.75312611,0,0.0036557,0.24321819,0.40389291,0.34609569,0.00313751,0,0,1.517354,2.59045,3.605029,0,0.80760407,0.833737926,0.526030064,1.60983611,0.622769618,0.863889926,0.159375128,1.751048266,12.81812076,0.078014556,-27.71072727,1.592966745,-27.71072727,1.592966745,0,2.584705683,0.051937801,-27.28224979,1.085747901,0.408944946,2.227799834,-1.050671822,1.742017624,0.141967812,4.640824343,0.533961967,0.216374059,0.068877933,-0.760176174,-1.858794935,1.53553935,-2.604255518,-0.431779389,,,1,0.391543161,-4.456,-8.675,0.015873016,Pre-MCA,0,0,0.418119406,0.581880594,0
612,612,611,580+,628,,630_1,600-700,hst,No-Event,630 A.D.,0,3,n_evnt,evnt,0.275,0.825354545,24.904715,68.640043,6.45524,2.21,7.37,39,0.00639838,0.74074963,0.25285197,0,0.00639838,0.74074963,0.23790082,0.01495115,0,0,0,4.824773,0.903974,0.077641,0,0.711246047,0.868899623,0.548214625,0.950819056,0.367827021,0.788319583,0.183813039,1.891420181,12.00489851,0.08329933,-27.52363346,1.570682905,-27.52363346,1.570682905,0,2.233549504,0.072520803,-27.05611637,1.70499917,0.579645836,-0.398910074,-0.428871447,-0.99771357,0.047249738,5.407163116,0.149522411,0.09386603,0.135321911,-0.045423626,1.226012227,-1.621567969,-10.85903437,-0.576930999,,,1,0.556244877,-4.456,-8.675,0.015873016,Pre-MCA,0,0,0.920904835,0.079095165,0
613,613,612,580+,625,,630_1,600-700,hst,No-Event,630 A.D.,0,3,n_evnt,evnt,0.25,0.724012121,31.337023,65.744564,2.918411,1.91,6.01,23.2,0.01090745,0.81003286,0.17905967,0,0.01090745,0.81003286,0.16840588,0.01065379,0,0,0,5.464173,0.411668,0,0,0.675847245,0.76164263,0.480542997,0.819917785,0.317187497,0.765515509,0.189233804,1.747971195,10.77661435,0.092793522,-27.74656329,1.756852606,-27.74656329,1.756852606,0,2.116408596,0.075964818,-27.12530963,1.762121952,-0.354164468,1.587654156,-0.692636025,0.133293924,0.102079906,5.851743035,-0.028168461,0.067078065,0.137453555,-0.502480304,-0.149549032,-0.228656436,-0.190980305,-0.562042685,,,1,0.311592109,-4.247,-8.76,0.008,Pre-MCA,0,0,1,0,0
614,614,613,580+,623,,630_1,600-700,hst,No-Event,630 A.D.,0,3,n_evnt,evnt,0.225,0.731078788,29.294653,69.010795,1.694554,2.13,6.11,20.91,0.00262256,0.83048057,0.16689689,0,0.00262256,0.83048057,0.16027693,0.00661996,0,0,0,5.824596,0.252779,0,0,0.623272905,0.676131359,0.426591392,0.716312462,0.277107487,0.743555621,0.144920357,1.402898789,11.29389472,0.088543414,-26.87986979,1.808510428,-26.87986979,1.808510428,0,1.980873647,0.078463856,-27.03526052,1.822592465,-0.85187753,0.184978145,1.062733721,-0.039249841,0.049827961,5.742189792,-0.00381321,0.099403604,0.11956317,-0.122135745,0.361778087,-0.132916145,-0.14585725,-0.481646417,,,1,-0.049157287,-4.247,-8.76,0.012820513,Pre-MCA,0,0,1,0,0
615,615,614,580+,621,,630_1,600-700,hst,No-Event,630 A.D.,0,3,n_evnt,evnt,0.2,0.796445455,20.101019,77.527576,2.371405,2.5,8.6,31.14,0.00571257,0.7101361,0.28415133,0,0.00571257,0.7101361,0.28415133,0,0,0,0,4.258395,0.604836,0,0,0.553941759,0.909067353,0.573557641,0.909067353,0.351675258,0.760104314,0.199971591,2.437361512,14.21996203,0.070323676,-27.35739514,1.020811227,-27.35739514,1.020811227,0,2.193670478,0.071228377,-26.93778431,1.674583251,1.650436992,-0.872425572,-1.035556548,-2.080003091,-0.011167451,4.673117202,0.452585467,0.108407878,0.160510645,0.140678209,-0.615312688,-0.071791791,-0.075407239,-0.670430371,,,1,-0.710047344,-3.964,-8.619,0.014492754,Pre-MCA,0,0,1,0,0
616,616,615,580+,618,,630_1,600-700,hst,No-Event,630 A.D.,0,3,n_evnt,evnt,0.175,0.804957576,26.90895,70.235151,2.855901,2.11,6.96,27.23,0.00666134,0.76402428,0.2293144,0,0.00666134,0.76402428,0.21228965,0.01702475,0,0,0,4.986358,0.287703,0,0,0.639845545,0.832040906,0.524959364,0.919537668,0.355725728,0.769157309,0.206676814,2.082093499,11.75317654,0.085083381,-27.68019353,1.652556856,-27.68019353,1.652556856,0,2.123929161,0.074939918,-27.06029081,1.747446384,-0.537723102,1.503485995,-0.747629847,0.426833581,0.070347182,5.49088844,0.141360717,0.074730531,0.140067699,-0.41442577,-0.416272132,0.083191453,0.075138029,-0.564435671,,,1,-0.081237513,-3.911,-8.654,0.012987013,Pre-MCA,0,0,1,0,0
617,617,616,580+,616,,630_1,600-700,hst,No-Event,630 A.D.,0,3,n_evnt,evnt,0.15,0.910154545,32.278946,62.59023467,5.130820334,1.86,5.83,23.37,0.01405951,0.81736149,0.16857901,0,0.01391231,0.815982723,0.1307033,0.013733533,0.025668143,0,0.095965333,5.556750667,0.212455333,0.025272667,0.684073667,0.737885103,0.757308635,0.477808551,0.929486771,0.359574567,0.775010166,0.227178949,2.473797488,12.70406913,0.078714937,-25.17464992,1.693500685,-25.17464992,1.693500685,0.095965333,1.81002778,0.080747164,-26.70432196,1.871770213,1.797060211,-1.036842837,3.839458281,-0.465364968,0.025528122,5.286854849,0.307207409,0.047989103,0.155922193,0.50715948,0.691381797,-0.448803605,0.155991841,2.401718077,,,1,-0.177557059,-3.911,-8.654,0.006060606,Pre-MCA,0,0.094290081,0.208746533,0.024831486,0.6721319
618,618,617,580+,614,,630_1,600-700,hst,No-Event,630 A.D.,0,3,n_evnt,evnt,0.125,0.723690909,31.630031,66.873209,1.496762,1.96,5.89,20.95,0.0059276,0.82899884,0.16507358,0,0.0059276,0.82899884,0.16507358,0,0,0,0,5.651863,0.344392,0,0,0.633574272,0.697142988,0.439848254,0.697143003,0.269691728,0.747824407,0.16704942,1.728401271,12.07108737,0.082842578,-26.18768148,2.080931904,-26.18768148,2.080931904,0,1.989930304,0.077566545,-26.99153149,1.805589918,-1.847822519,0.897339482,-0.218064183,1.081975293,0.026985511,5.606091824,0.118122543,0.092136654,0.109065915,-0.262068925,-0.112109243,0.661014318,-0.260954473,-0.679103617,,,1,-0.035281307,-3.629,-8.589,0.012987013,Pre-MCA,0,0,1,0,0
619,619,618,580+,611,,630_1,600-700,hst,No-Event,630 A.D.,0,3,n_evnt,evnt,0.1,0.799015152,35.340126,57.628185,7.031691,1.89,5.37,32.16,0.00417002,0.8081277,0.1877023,0,0.00417002,0.8081277,0.13377178,0.03112661,0.02280391,0,0,5.904125,0.29666,0.000156,0.59151,0.793625423,0.734356985,0.463327672,0.949763611,0.367418719,0.782085066,0.148925713,1.313560615,10.29028064,0.097179079,-25.81834601,1.996325087,-25.81834601,1.996325087,0,1.995950687,0.078954013,-27.03163382,1.804530847,-1.311227475,2.191740716,1.484270942,0.306947565,0.088697148,6.179980158,-0.152091569,0.059406495,0.130547075,-0.458531008,-0.403444965,0.643075724,0.079286105,2.09134849,,,1,-0.416995693,-3.548,-8.548,0.012987013,Pre-MCA,0,0,0.333953976,0.000175611,0.665870412
620,620,619,580+,609,,630_1,600-700,hst,No-Event,630 A.D.,0,3,n_evnt,evnt,0.075,0.856190909,17.950039,78.091993,3.95797,2.62,9.74,36.47,0.00618457,0.6630006,0.33081485,0,0.00618457,0.6630006,0.32571892,0.00509593,0,0,0,3.696339,0.796269,0.019105,0,0.572753543,0.966430587,0.609749812,1.004405775,0.388557194,0.774129622,0.201859564,3.643643174,21.05878434,0.047486122,-26.23074211,1.158657587,-26.23074211,1.158657587,0,2.270365216,0.06870373,-26.88826076,1.628596648,4.767125572,-4.350943281,-0.132669496,-1.720903455,-0.099548985,3.766757665,0.966357557,0.10538444,0.157248479,0.700055836,0.082545779,-1.105660073,-0.12332123,-0.868874119,,,1,-0.708769846,-3.548,-8.548,0.015873016,Pre-MCA,0,0,0.976569035,0.023430965,0
621,621,620,580+,607,,630_1,600-700,hst,No-Event,630 A.D.,0,3,n_evnt,evnt,0.05,0.839969697,20.79341267,70.32888033,8.877707334,2.46,9.43,56.76,0.00546126,0.6328475,0.36169125,0,0.005575483,0.641558483,0.351373937,0.0014921,0,0,0,4.154759,1.757490667,0.010371667,0,0.718271163,0.989435949,0.62426458,0.996766124,0.385601773,0.797979097,0.216566198,3.348304943,18.03769846,0.055439445,-26.83033563,1.020229224,-26.83033563,1.020229224,0,2.443605324,0.067257611,-27.00758384,1.610153738,-0.069191249,-0.107145926,-0.433943114,-1.365616147,-0.061077034,4.038770291,0.807011206,0.100113879,0.166491965,0.189566966,0.20265591,2.409145202,-0.049703028,-0.683223427,,,1,-0.342875462,-3.558,-8.652,0.017857143,Pre-MCA,0,0,0.994133216,0.005866784,0
622,622,621,580+,604,,630_1,600-700,hst,No-Event,630 A.D.,0,3,n_evnt,evnt,0.025,0.861490909,31.691376,64.946659,3.361968,1.95,5.85,20.29,0.00717153,0.83641674,0.15641176,0,0.00717153,0.83641674,0.13746322,0.01806686,0.00088168,0,0,5.682466,0.27758,0.061711,0.021334,0.690457969,0.685284612,0.432366451,0.773740372,0.299323635,0.758279308,0.170032797,1.606159913,11.02053996,0.090739656,-26.1344249,1.880872002,-26.1344249,1.880872002,0,1.910305793,0.079086822,-26.89484701,1.855612259,-2.382711959,2.523131412,1.323751145,0.740596289,0.066518839,5.859315702,-0.00987479,0.068675873,0.132271778,-0.470598553,-0.314554734,-0.887021279,0.260827283,-0.432609943,,,1,-0.392577858,-3.365,-8.822,0.014285714,Pre-MCA,0,0,0.769719237,0.171122357,0.059158406
623,623,622,580+,602,,630_1,600-700,hst,No-Event,630 A.D.,0,3,n_evnt,evnt,0,0.8533,31.040731,65.743018,3.216254,1.96,5.92,19.29,0.0089273,0.84087813,0.1501946,0,0.0089273,0.84087813,0.12216222,0.01726162,0.01077076,0,0,5.683507,0.067178,0.144311,0.263193,0.682146492,0.681815568,0.430177728,0.813047588,0.314529742,0.754838214,0.182916738,1.781169276,11.36052856,0.088024073,-26.2220852,1.945821726,-26.2220852,1.945821726,0,1.839476719,0.079837935,-26.84915175,1.850615464,0.384165799,0.298993938,0.35144987,0.276951578,0.060421676,5.76116817,0.051253586,0.068213106,0.128774848,-0.237342419,0.008845555,-0.427760757,0.29752556,0.638872939,,,1,-0.736250199,-3.365,-8.822,0.012195122,Pre-MCA,0,0,0.141522114,0.304016162,0.554461724
624,624,623,580+,599,,,500-600,hst,No-Event,No-Event,0,0,n_evnt,n_evnt,NA,0.827924242,29.89187,68.923956,1.184173,2.03,6.02,18,0.00692319,0.85259944,0.14047736,0,0.00692319,0.85259944,0.13807059,0.00240677,0,0,0,5.73511,0.182147,0.027444,0,0.609871682,0.643592738,0.406061808,0.661155799,0.255769977,0.735854562,0.151416214,1.605380464,12.36950673,0.080843967,-25.61026438,1.605730652,-25.61026438,1.605730652,0,1.864515636,0.079470442,-27.06763416,1.816143395,-0.570141342,-0.409933651,2.1907422,-0.78095936,-0.002168899,5.383987246,0.16194787,0.104336177,0.13123094,0.106401793,0.526044334,0.019690739,-0.520740298,-0.633303038,,,,-0.672066238,-3.305,-8.554,0.017857143,Pre-MCA,0,0,0.869059263,0.130940737,0
625,625,624,580+,597,,,500-600,hst,No-Event,No-Event,0,0,n_evnt,n_evnt,NA,0.873536364,30.590167,65.734877,3.674955,2.01,5.98,20.76,0.0066689,0.83269555,0.16063554,0,0.0066689,0.83269555,0.1418236,0.01881194,0,0,0,5.694878,0.286389,0.109927,0,0.691353365,0.691930958,0.436559829,0.7756212,0.300051239,0.759141353,0.175717523,1.781155154,11.82588001,0.084560303,-24.52211595,2.108451743,-24.52211595,2.108451743,0,1.958341476,0.079592275,-27.14408663,1.808494727,-0.00374505,0.602229853,3.544708974,1.19682276,0.022947558,5.71947412,0.108636719,0.064676156,0.124227356,-0.132890458,-0.259901112,0.366677924,0.408791454,-0.5046853,,,,-0.752749367,-3.305,-8.554,0.01369863,Pre-MCA,0,0,0.722627903,0.277372097,0
626,626,625,580+,595,,,500-600,hst,No-Event,No-Event,0,0,n_evnt,n_evnt,NA,0.798212121,38.90395433,60.02452133,1.071524999,1.88,4.76,12.81,0.01085452,0.92138562,0.06775991,0,0.007658833,0.91353165,0.07236026,0.006449263,0,0,0,6.898034667,0.091452,0.029175333,0,0.657432034,0.442809146,0.279381465,0.494100256,0.191144071,0.717476391,0.164138287,1.426361854,10.1383343,0.098635532,-26.94305785,2.209711407,-26.94305785,2.209711407,0,1.660264968,0.083664284,-27.09229025,1.921759678,-0.295302233,1.753625708,-2.857662127,0.587669306,0.117246234,6.278154732,-0.179039087,0.056371618,0.117879249,-0.625947865,0.856094173,0.320919941,-0.24262154,-0.479004686,,,,-0.65331877,-3.29,-8.58,0.015151515,Pre-MCA,0,0,0.758136632,0.241863368,0
627,627,626,580+,592,,,500-600,hst,No-Event,No-Event,0,0,n_evnt,n_evnt,NA,0.866951515,32.942613,64.358865,2.698523,1.95,5.56,17.64,0.00552909,0.86427038,0.13020054,0,0.00552909,0.86427038,0.11403923,0.01616131,0,0,0,6.049581,0.220348,0,0,0.679862817,0.606287799,0.382525012,0.676740176,0.261798837,0.742623835,0.169145903,1.537166754,10.6024514,0.09431781,NA,NA,-26.90566848,2.122072211,0,1.854781668,0.080946719,-27.09294935,1.854142015,-0.412779866,0.788335194,NA,NA,0.095286838,6.070665729,-0.092562764,0.066040448,0.118264818,-0.355059438,-0.42855717,0.266654994,-0.152258525,-0.48304926,,,,-0.091400981,-3.305,-8.504,0.014705882,Pre-MCA,0,0,1,0,0
628,628,627,580+,590,,,500-600,hst,No-Event,No-Event,0,0,n_evnt,n_evnt,NA,0.831457576,34.403924,62.714415,2.881659,1.89,5.38,16.94,0.00638597,0.87136517,0.12224884,0,0.00638597,0.87136517,0.10550087,0.0162753,0.00047267,0,0,6.10663,0.174819,0.040673,0,0.693519201,0.590328189,0.372455619,0.663888302,0.256827053,0.74313758,0.155762828,1.42236957,10.65357622,0.093865194,NA,NA,-26.86827911,2.034433016,0,1.853146361,0.080912876,-27.13072994,1.845621353,-0.559186881,0.847179395,NA,NA,0.085408515,6.030381124,-0.095716022,0.075725684,0.118428597,-0.33353007,0.116957358,0.103071925,0.083661439,-0.483636653,,,,-0.627352858,-3.305,-8.504,0.015151515,Pre-MCA,0,0,0.811255174,0.188744826,0
629,629,628,580+,588,,,500-600,hst,No-Event,No-Event,0,0,n_evnt,n_evnt,NA,0.797890909,32.931624,65.359238,1.709142,1.96,5.53,16.75,0.00568612,0.87305467,0.12125925,0,0.00568612,0.87305467,0.1140048,0.00725445,0,0,0,6.134138,0.190003,0.01833,0,0.649260754,0.582495037,0.36751345,0.62211697,0.240667696,0.734631129,0.162036146,1.450574304,10.44419242,0.095746991,NA,NA,-26.83088974,1.94679382,0,1.841251932,0.080561235,-27.12925079,1.838879375,-0.255813967,1.194437933,NA,NA,0.097119044,6.074020996,-0.116455451,0.066017952,0.128412383,-0.415015821,0.032286698,0.252091601,-0.060818072,-0.528005581,,,,-0.641970858,-3.306,-8.601,0.01754386,Pre-MCA,0,0,0.912015859,0.087984141,0
630,630,629,580+,585,,,500-600,hst,No-Event,No-Event,0,0,n_evnt,n_evnt,NA,0.880121212,36.356194,60.521336,3.122471,1.84,5.13,17.07,0.00648958,0.87244476,0.12106567,0,0.00648958,0.87244476,0.1015489,0.01827566,0.00124111,0,0,6.233041,0.210279,0.028407,0.031893,0.710003375,0.587700059,0.370797453,0.671507929,0.259774728,0.746784211,0.141393147,1.215984863,10.03336471,0.099667462,NA,NA,-26.79350037,1.859154625,0,1.818556954,0.081867882,-27.08488368,1.87445452,-0.876579547,1.399730153,NA,NA,0.107842308,6.21463969,-0.20328998,0.066310003,0.133153588,-0.457285644,-0.013848235,0.434745163,0.014855673,-0.403514471,,,,-0.542958809,-3.251,-8.523,0.015151515,Pre-MCA,0,0,0.777144568,0.104985975,0.117869458
631,631,630,580+,583,,,500-600,hst,No-Event,No-Event,0,0,n_evnt,n_evnt,NA,0.808812121,31.11539967,67.05414333,1.830457,2.05,5.7,16.69,0.0045742,0.87441354,0.12101224,0,0.004458373,0.873834283,0.1139702,0.007737143,0,0,0,6.173426,0.177406667,0.024398667,0,0.641251355,0.573546239,0.361867387,0.616204921,0.238380603,0.731214883,0.150971073,1.296223619,10.01689171,0.099831368,-26.756111,1.771515429,-26.756111,1.771515429,0,1.820860845,0.080871844,-27.11255392,1.848197774,-0.301118256,1.371012278,0.562001352,-0.234846258,0.111714516,6.186910848,-0.190505492,0.059946508,0.141516567,-0.46242833,-0.030151643,0.159476718,-0.007809821,-0.592618654,,,,-0.426382541,-3.251,-8.523,0.015625,Pre-MCA,0,0,0.879098007,0.120901993,0
632,632,631,580+,581,,,500-600,hst,No-Event,No-Event,0,0,n_evnt,n_evnt,NA,0.831778788,27.538534,69.160659,3.300807,2.11,6.5,21.2,0.00648155,0.8201834,0.17333505,0,0.00648155,0.8201834,0.15830249,0.01503256,0,0,0,5.383773,0.312572,0,0,0.657870639,0.719928813,0.454224509,0.793673222,0.307034714,0.754849976,0.163113785,1.592013099,11.38682801,0.08782077,NA,NA,-27.01793395,1.729302307,0,2.047853753,0.077830853,-27.17975645,1.764722005,-0.259727859,0.014939254,NA,NA,0.055777824,5.671422589,0.035328572,0.090808089,0.128344739,-0.140700769,-0.381196907,0.029448451,-0.215251343,-0.519234942,,,,-0.4291682,-3.249,-8.59,0.015384615,Pre-MCA,0,0,1,0,0
